"prec","total_votes","trump","clinton","latino_reg","total_reg","county_id","county_name","pct_latino","pct_trump","pct_clinton"
"4001_alpine",295,216,60,5,370,"4001","apache",0.0135135135135135,0.732203389830508,0.203389830508475
"4001_canyon_de_chelly",1685,143,1387,4,3730,"4001","apache",0.00107238605898123,0.08486646884273,0.823145400593472
"4001_chinle",830,93,678,4,1974,"4001","apache",0.00202634245187437,0.112048192771084,0.816867469879518
"4001_concho",1445,1135,228,99,1915,"4001","apache",0.0516971279373368,0.785467128027682,0.157785467128028
"4001_cornfields",413,33,349,0,741,"4001","apache",0,0.0799031476997579,0.845036319612591
"4001_cottonwood",694,47,589,0,1414,"4001","apache",0,0.0677233429394813,0.848703170028818
"4001_coronado",673,582,57,63,876,"4001","apache",0.0719178082191781,0.864784546805349,0.0846953937592868
"4001_dennehotso",505,40,430,0,1133,"4001","apache",0,0.0792079207920792,0.851485148514851
"4001_eagar",945,762,141,22,1246,"4001","apache",0.0176565008025682,0.806349206349206,0.149206349206349
"4001_flat_top",666,559,83,34,928,"4001","apache",0.0366379310344828,0.839339339339339,0.124624624624625
"4001_ft._defiance",1735,251,1306,NA,NA,"4001","apache",NA,0.144668587896254,0.752737752161383
"4001_ganado_north",385,33,316,1,776,"4001","apache",0.00128865979381443,0.0857142857142857,0.820779220779221
"4001_ganado_south",612,55,485,0,1223,"4001","apache",0,0.0898692810457516,0.792483660130719
"4001_greer",122,87,34,1,152,"4001","apache",0.00657894736842105,0.713114754098361,0.278688524590164
"4001_houck",588,102,407,0,1194,"4001","apache",0,0.173469387755102,0.692176870748299
"4001_kinlichee",608,42,520,0,1055,"4001","apache",0,0.0690789473684211,0.855263157894737
"4001_klagetoh",476,54,359,1,904,"4001","apache",0.00110619469026549,0.113445378151261,0.754201680672269
"4001_lukachukai",839,47,710,1,1868,"4001","apache",0.000535331905781585,0.0560190703218117,0.846245530393325
"4001_lupton",335,50,261,3,736,"4001","apache",0.00407608695652174,0.149253731343284,0.77910447761194
"4001_mcnary",86,11,66,12,214,"4001","apache",0.0560747663551402,0.127906976744186,0.767441860465116
"4001_many_farms",852,51,732,2,1937,"4001","apache",0.00103252452245741,0.0598591549295775,0.859154929577465
"4001_mexican_water",106,5,87,0,248,"4001","apache",0,0.0471698113207547,0.820754716981132
"4001_nazlini",523,45,430,1,1054,"4001","apache",0.00094876660341556,0.0860420650095602,0.822179732313576
"4001_nutrioso",286,213,59,3,331,"4001","apache",0.00906344410876133,0.744755244755245,0.206293706293706
"4001_oak_springs",270,24,218,0,511,"4001","apache",0,0.0888888888888889,0.807407407407407
"4001_puerco_east_&_49_puerco_west",788,223,478,NA,NA,"4001","apache",NA,0.282994923857868,0.606598984771574
"4001_red_mesa",125,10,98,0,454,"4001","apache",0,0.08,0.784
"4001_red_valley",394,81,259,1,965,"4001","apache",0.00103626943005181,0.205583756345178,0.657360406091371
"4001_rock_point",648,38,557,1,1381,"4001","apache",0.000724112961622013,0.058641975308642,0.859567901234568
"4001_rough_rock",426,25,381,0,917,"4001","apache",0,0.0586854460093897,0.894366197183099
"4001_round_rock",471,25,407,1,983,"4001","apache",0.00101729399796541,0.0530785562632696,0.86411889596603
"4001_round_valley",562,470,66,28,751,"4001","apache",0.0372836218375499,0.836298932384342,0.117437722419929
"4001_st._johns",1023,761,195,NA,NA,"4001","apache",NA,0.743890518084066,0.190615835777126
"4001_st._michaels",1097,124,854,NA,NA,"4001","apache",NA,0.113035551504102,0.77848678213309
"4001_sawmill",435,39,337,3,853,"4001","apache",0.00351699882766706,0.0896551724137931,0.774712643678161
"4001_springerville",703,521,145,76,1006,"4001","apache",0.0755467196819085,0.741109530583215,0.206258890469417
"4001_steamboat",709,38,630,1,1340,"4001","apache",0.000746268656716418,0.0535966149506347,0.888575458392102
"4001_sweetwater",335,61,228,2,799,"4001","apache",0.00250312891113892,0.182089552238806,0.680597014925373
"4001_tachee",285,22,245,0,660,"4001","apache",0,0.0771929824561404,0.859649122807018
"4001_teec_nos_pos",402,61,303,3,951,"4001","apache",0.00315457413249211,0.151741293532338,0.753731343283582
"4001_vernon",1071,838,175,17,1408,"4001","apache",0.0120738636363636,0.782446311858077,0.163398692810458
"4001_wheatfields",807,42,693,2,1638,"4001","apache",0.00122100122100122,0.0520446096654275,0.858736059479554
"4001_wide_ruins",405,37,335,11,791,"4001","apache",0.0139064475347661,0.091358024691358,0.827160493827161
"4001_window_rock",966,144,705,3,1867,"4001","apache",0.00160685591858597,0.149068322981366,0.729813664596273
"4003_be_benson",1006,630,304,179,1520,"4003","cochise",0.117763157894737,0.62624254473161,0.302186878727634
"4003_be_j-six",1391,992,320,153,1748,"4003","cochise",0.0875286041189931,0.713156002875629,0.230050323508267
"4003_be_san_pedro",1194,727,376,203,1735,"4003","cochise",0.11700288184438,0.608877721943049,0.314907872696817
"4003_bi_bisbee",962,179,699,168,1299,"4003","cochise",0.12933025404157,0.186070686070686,0.726611226611227
"4003_bi_don_luis",964,397,499,490,1406,"4003","cochise",0.34850640113798,0.411825726141079,0.517634854771784
"4003_bi_warren",997,330,577,256,1444,"4003","cochise",0.177285318559557,0.33099297893681,0.578736208625878
"4003_bowie",221,126,81,71,317,"4003","cochise",0.22397476340694,0.570135746606335,0.366515837104072
"4003_cochise_stronghold",1244,883,292,95,1567,"4003","cochise",0.0606253988513082,0.709807073954984,0.234726688102894
"4003_do_calvary",766,117,605,974,1274,"4003","cochise",0.764521193092622,0.152741514360313,0.789817232375979
"4003_do_carlson",1121,272,795,1195,1688,"4003","cochise",0.707938388625592,0.24264049955397,0.709188224799286
"4003_do_castro_park",964,104,815,1344,1732,"4003","cochise",0.775981524249423,0.107883817427386,0.845435684647303
"4003_do_gadsden",719,119,561,945,1267,"4003","cochise",0.74585635359116,0.165507649513213,0.780250347705146
"4003_do_sunnyside",803,201,553,954,1488,"4003","cochise",0.641129032258065,0.250311332503113,0.688667496886675
"4003_greater_san_pedro",1219,869,241,188,1696,"4003","cochise",0.110849056603774,0.712879409351928,0.197703035274815
"4003_hereford",1390,948,359,155,1808,"4003","cochise",0.0857300884955752,0.682014388489209,0.258273381294964
"4003_huachuca",645,373,203,122,1043,"4003","cochise",0.116970278044104,0.578294573643411,0.314728682170543
"4003_mcneal",666,452,168,82,925,"4003","cochise",0.0886486486486486,0.678678678678679,0.252252252252252
"4003_naco",371,92,253,400,649,"4003","cochise",0.61633281972265,0.247978436657682,0.681940700808625
"4003_palominas",965,650,241,124,1339,"4003","cochise",0.0926064227035101,0.673575129533679,0.249740932642487
"4003_pirtleville",770,211,514,856,1296,"4003","cochise",0.660493827160494,0.274025974025974,0.667532467532468
"4003_pomerene",790,528,216,54,1039,"4003","cochise",0.0519730510105871,0.668354430379747,0.273417721518987
"4003_portal",225,119,96,10,279,"4003","cochise",0.03584229390681,0.528888888888889,0.426666666666667
"4003_san_simon",166,134,27,43,234,"4003","cochise",0.183760683760684,0.807228915662651,0.162650602409639
"4003_st_david",1422,1044,290,125,1889,"4003","cochise",0.0661725780836421,0.734177215189873,0.20393811533052
"4003_sunizona",381,259,104,33,508,"4003","cochise",0.0649606299212598,0.679790026246719,0.272965879265092
"4003_sv_avenida_del_sol",1415,837,486,247,2069,"4003","cochise",0.119381343644273,0.591519434628975,0.343462897526502
"4003_sv_buffalo_soldier",1935,1137,646,290,2650,"4003","cochise",0.109433962264151,0.587596899224806,0.333850129198966
"4003_sv_busby",999,538,374,277,1754,"4003","cochise",0.157924743443558,0.538538538538539,0.374374374374374
"4003_sv_carmelita",705,402,240,145,1131,"4003","cochise",0.128205128205128,0.570212765957447,0.340425531914894
"4003_sv_cloud",526,295,189,99,948,"4003","cochise",0.104430379746835,0.560836501901141,0.359315589353612
"4003_sv_college",1161,693,370,253,1782,"4003","cochise",0.141975308641975,0.596899224806202,0.318690783807063
"4003_sv_country_club",1775,1194,490,139,2244,"4003","cochise",0.0619429590017825,0.672676056338028,0.276056338028169
"4003_sv_estates",1187,734,378,271,1799,"4003","cochise",0.150639244024458,0.618365627632687,0.318449873631003
"4003_sv_hopi",968,543,352,259,1623,"4003","cochise",0.159581022797289,0.560950413223141,0.363636363636364
"4003_sv_moson",1385,953,327,204,1922,"4003","cochise",0.106139438085328,0.688086642599278,0.236101083032491
"4003_sv_pueblo_del_sol",903,536,292,173,1439,"4003","cochise",0.120222376650452,0.593576965669989,0.323366555924695
"4003_sv_ramsey",1079,727,294,99,1413,"4003","cochise",0.0700636942675159,0.673772011121409,0.272474513438369
"4003_sv_snyder",756,403,281,151,1173,"4003","cochise",0.128729752770674,0.533068783068783,0.371693121693122
"4003_sv_soldier_creek",1363,723,496,425,2741,"4003","cochise",0.155052900401313,0.530447542186354,0.363903154805576
"4003_sv_town_&_country",1370,889,398,160,1986,"4003","cochise",0.080563947633434,0.648905109489051,0.290510948905109
"4003_sv_village_meadows",1642,1028,507,209,2338,"4003","cochise",0.0893926432848589,0.626065773447016,0.308769792935445
"4003_sv_vista_village",1084,617,366,207,1734,"4003","cochise",0.119377162629758,0.569188191881919,0.337638376383764
"4003_sv_yaqui",1708,1174,449,127,2139,"4003","cochise",0.0593735390369331,0.687353629976581,0.26288056206089
"4003_tombstone",1190,828,278,147,1603,"4003","cochise",0.091703056768559,0.695798319327731,0.233613445378151
"4003_webb",447,306,116,146,620,"4003","cochise",0.235483870967742,0.684563758389262,0.259507829977629
"4003_whetstone",1522,1087,330,164,2103,"4003","cochise",0.0779838326200666,0.71419185282523,0.216819973718791
"4003_wi_kansas_settlement",963,663,248,252,1415,"4003","cochise",0.178091872791519,0.688473520249221,0.257528556593977
"4003_wi_stewart",849,623,177,263,1195,"4003","cochise",0.220083682008368,0.733804475853946,0.208480565371025
"4003_wi_willcox",635,406,177,277,1012,"4003","cochise",0.273715415019763,0.639370078740157,0.278740157480315
"4011_eagle",16,13,2,1,19,"4011","greenlee",0.0526315789473684,0.8125,0.125
"4011_blue",27,25,1,0,36,"4011","greenlee",0,0.925925925925926,0.037037037037037
"4011_clifton_1",599,226,326,470,973,"4011","greenlee",0.483042137718397,0.377295492487479,0.54424040066778
"4011_clifton_2",416,204,192,218,592,"4011","greenlee",0.368243243243243,0.490384615384615,0.461538461538462
"4011_morenci",755,461,222,426,1331,"4011","greenlee",0.320060105184072,0.610596026490066,0.294039735099338
"4011_east_plantsite",232,145,62,94,401,"4011","greenlee",0.234413965087282,0.625,0.267241379310345
"4011_york-sheldon",517,330,152,NA,NA,"4011","greenlee",NA,0.638297872340426,0.294003868471954
"4011_duncan",681,488,135,184,1015,"4011","greenlee",0.18128078817734,0.716593245227606,0.198237885462555
"4013_acacia",2491,1136,1127,599,4640,"4013","maricopa",0.129094827586207,0.456041750301084,0.452428743476515
"4013_acoma",2268,1418,715,294,3268,"4013","maricopa",0.0899632802937576,0.625220458553792,0.315255731922399
"4013_acuna",1586,215,1284,1927,3496,"4013","maricopa",0.551201372997712,0.135561160151324,0.809583858764187
"4013_adobe",1566,886,579,212,2540,"4013","maricopa",0.0834645669291339,0.565772669220945,0.369731800766284
"4013_aguafria",1163,668,443,68,1678,"4013","maricopa",0.0405244338498212,0.574376612209802,0.380911435941531
"4013_aguila",256,179,69,90,442,"4013","maricopa",0.203619909502262,0.69921875,0.26953125
"4013_ahwatukee",2925,1278,1417,313,3874,"4013","maricopa",0.0807950438822922,0.436923076923077,0.484444444444444
"4013_airlinecanal",1503,634,732,655,2790,"4013","maricopa",0.234767025089606,0.421823020625416,0.487025948103792
"4013_alamo",2418,978,1165,569,4117,"4013","maricopa",0.138207432596551,0.404466501240695,0.481803143093466
"4013_alexander",4019,1649,2104,350,5263,"4013","maricopa",0.0665019950598518,0.41030106991789,0.523513311769097
"4013_alhambra",524,138,351,426,1232,"4013","maricopa",0.345779220779221,0.263358778625954,0.669847328244275
"4013_alpaca",1408,866,496,40,1841,"4013","maricopa",0.0217273221075502,0.615056818181818,0.352272727272727
"4013_alsup",558,319,185,163,1180,"4013","maricopa",0.138135593220339,0.57168458781362,0.331541218637993
"4013_altadena",1101,696,329,135,1606,"4013","maricopa",0.0840597758405978,0.632152588555858,0.298819255222525
"4013_alvarado",1092,356,643,689,2265,"4013","maricopa",0.304194260485651,0.326007326007326,0.588827838827839
"4013_amber",1311,611,586,99,1853,"4013","maricopa",0.0534268753372909,0.46605644546148,0.44698703279939
"4013_anderson",1442,694,629,195,2338,"4013","maricopa",0.083404619332763,0.48127600554785,0.43619972260749
"4013_andora",1685,801,761,206,2849,"4013","maricopa",0.0723060723060723,0.475370919881306,0.451632047477745
"4013_angela",3272,1773,1272,337,4852,"4013","maricopa",0.0694558944765045,0.541870415647922,0.388753056234719
"4013_annette",2359,1214,971,241,3509,"4013","maricopa",0.0686805357651753,0.514624841034337,0.411615091140314
"4013_apache",2436,1527,727,322,3897,"4013","maricopa",0.0826276623043367,0.626847290640394,0.298440065681445
"4013_apachepark",1543,879,568,224,2509,"4013","maricopa",0.0892785970506178,0.569669475048607,0.368114063512638
"4013_apachewells",3480,2043,1188,283,5101,"4013","maricopa",0.0554793177808273,0.587068965517241,0.341379310344828
"4013_appleby",3865,1977,1623,381,4978,"4013","maricopa",0.0765367617517075,0.511513583441138,0.419922380336352
"4013_arboleda",2898,1855,784,238,4253,"4013","maricopa",0.0559604984716671,0.640096618357488,0.270531400966184
"4013_arcadia",2288,861,1235,266,3238,"4013","maricopa",0.0821494749845584,0.376311188811189,0.539772727272727
"4013_ardmore",4560,1030,3248,2109,7093,"4013","maricopa",0.297335401099676,0.225877192982456,0.712280701754386
"4013_arlington",133,99,27,34,211,"4013","maricopa",0.161137440758294,0.744360902255639,0.203007518796992
"4013_arrowheadranch",1541,824,618,145,2222,"4013","maricopa",0.0652565256525653,0.534717715768981,0.401038286826736
"4013_artesian",2031,992,819,332,3207,"4013","maricopa",0.103523542251325,0.488429345150172,0.403249630723781
"4013_aster",1854,1001,727,84,2396,"4013","maricopa",0.0350584307178631,0.539913700107875,0.392125134843581
"4013_athens",1974,1066,767,262,3259,"4013","maricopa",0.0803927585148819,0.540020263424519,0.38855116514691
"4013_augusta",737,298,376,271,1212,"4013","maricopa",0.223597359735974,0.404341926729986,0.510176390773406
"4013_aviano",2864,1441,1269,186,3757,"4013","maricopa",0.0495075858397658,0.503142458100559,0.443086592178771
"4013_avondale",891,201,644,1040,2252,"4013","maricopa",0.461811722912966,0.225589225589226,0.722783389450056
"4013_aztecsprings",2708,1539,993,442,4658,"4013","maricopa",0.0948905109489051,0.568316100443131,0.366691285081241
"4013_balboa",2508,808,1421,505,4480,"4013","maricopa",0.112723214285714,0.322169059011164,0.56658692185008
"4013_balsz",2038,438,1438,1118,4473,"4013","maricopa",0.249944109099039,0.214916584887144,0.705593719332679
"4013_barbados",1495,768,625,171,2225,"4013","maricopa",0.0768539325842697,0.51371237458194,0.418060200668896
"4013_barnes",1565,658,802,125,2236,"4013","maricopa",0.0559033989266547,0.420447284345048,0.512460063897764
"4013_bayshore",2730,1375,1176,317,4120,"4013","maricopa",0.0769417475728155,0.503663003663004,0.430769230769231
"4013_beardsley",3597,2116,1288,301,4959,"4013","maricopa",0.0606977213147812,0.588268001112038,0.358076174589936
"4013_beryl",1282,633,533,293,1983,"4013","maricopa",0.147755925365608,0.493759750390016,0.415756630265211
"4013_bethany",1310,561,678,83,1727,"4013","maricopa",0.0480602200347423,0.42824427480916,0.517557251908397
"4013_bethanypark",487,140,307,543,1204,"4013","maricopa",0.450996677740864,0.287474332648871,0.630390143737166
"4013_bethune",754,111,605,1080,1951,"4013","maricopa",0.553562275756023,0.147214854111406,0.802387267904509
"4013_biltmore",1921,850,962,98,2520,"4013","maricopa",0.0388888888888889,0.442477876106195,0.500780843310776
"4013_biscuitflat",1917,1262,531,165,2659,"4013","maricopa",0.0620534035351636,0.658320292123109,0.276995305164319
"4013_blackcanyon",2935,1154,1517,1293,6451,"4013","maricopa",0.200434041233917,0.393185689948893,0.516865417376491
"4013_blackgold",2106,1318,728,49,2601,"4013","maricopa",0.0188389081122645,0.625830959164293,0.345679012345679
"4013_blackhawk",2276,1139,911,354,3855,"4013","maricopa",0.0918287937743191,0.500439367311072,0.400263620386643
"4013_bloom",1594,936,510,311,2853,"4013","maricopa",0.10900806168945,0.587202007528231,0.319949811794228
"4013_bluesky",873,542,294,24,1085,"4013","maricopa",0.0221198156682028,0.620847651775487,0.336769759450172
"4013_bluebird",3541,1660,1565,601,5923,"4013","maricopa",0.101468850244808,0.468794125953121,0.441965546455803
"4013_bluefield",2277,1248,818,395,3524,"4013","maricopa",0.112088535754824,0.548089591567852,0.359244620114185
"4013_bonanza",1476,950,477,28,1886,"4013","maricopa",0.0148462354188759,0.643631436314363,0.323170731707317
"4013_bonsallpark",405,97,280,414,1353,"4013","maricopa",0.305986696230599,0.239506172839506,0.691358024691358
"4013_brewer",2296,1355,766,333,3886,"4013","maricopa",0.0856922285126094,0.590156794425087,0.333623693379791
"4013_bronco",2802,1654,1018,141,3652,"4013","maricopa",0.0386089813800657,0.590292648108494,0.363311920057102
"4013_brooksfarm",6400,3807,2120,757,8504,"4013","maricopa",0.0890169332079022,0.59484375,0.33125
"4013_buckeye",974,488,399,570,1880,"4013","maricopa",0.303191489361702,0.501026694045175,0.409650924024641
"4013_buckley",1553,571,806,683,3165,"4013","maricopa",0.215797788309637,0.367675466838377,0.518995492594977
"4013_buffaloridge",2719,1303,1168,272,4104,"4013","maricopa",0.0662768031189084,0.479220301581464,0.429569694740713
"4013_bullard",95,58,31,19,134,"4013","maricopa",0.141791044776119,0.610526315789474,0.326315789473684
"4013_bullmoose",1511,750,610,197,2171,"4013","maricopa",0.0907415937356057,0.496360026472535,0.403706154864328
"4013_bunkerpeak",251,139,94,115,520,"4013","maricopa",0.221153846153846,0.553784860557769,0.374501992031873
"4013_burgess",1461,280,1101,1367,2906,"4013","maricopa",0.470406056434962,0.191649555099247,0.753593429158111
"4013_butler",3753,1572,1873,1393,7452,"4013","maricopa",0.186929683306495,0.418864908073541,0.499067412736477
"4013_cactusglen",2119,1158,852,112,2884,"4013","maricopa",0.0388349514563107,0.54648419065597,0.402076451156206
"4013_cairo",2066,563,1285,292,3193,"4013","maricopa",0.0914500469777639,0.272507260406583,0.621974830590513
"4013_calavar",1077,548,446,158,1806,"4013","maricopa",0.0874861572535991,0.508820798514392,0.414113277623027
"4013_calaveros",1295,518,704,72,1618,"4013","maricopa",0.0444993819530284,0.4,0.543629343629344
"4013_calypso",2102,1222,744,190,3186,"4013","maricopa",0.0596359070935342,0.581351094196004,0.35394862036156
"4013_cambridge",375,51,286,306,773,"4013","maricopa",0.395860284605433,0.136,0.762666666666667
"4013_camelot",2656,1195,1280,170,3530,"4013","maricopa",0.0481586402266289,0.449924698795181,0.481927710843373
"4013_cameo",2383,1462,833,54,3103,"4013","maricopa",0.0174025136964228,0.613512379353756,0.349559378934117
"4013_campbell",2754,1733,799,288,4021,"4013","maricopa",0.0716239741357871,0.629266521423384,0.290123456790123
"4013_campbellpark",1158,439,630,134,1594,"4013","maricopa",0.0840652446675031,0.379101899827288,0.544041450777202
"4013_candlelight",3515,2190,962,343,5075,"4013","maricopa",0.0675862068965517,0.623044096728307,0.273684210526316
"4013_canterbury",2244,1086,1031,150,2911,"4013","maricopa",0.0515286843009275,0.483957219251337,0.459447415329768
"4013_canyon",197,126,57,3,250,"4013","maricopa",0.012,0.639593908629442,0.289340101522843
"4013_capitolschool",1213,282,819,813,2364,"4013","maricopa",0.343908629441624,0.232481450948063,0.675185490519373
"4013_cardinal",2648,1079,1410,251,3486,"4013","maricopa",0.0720022948938612,0.407477341389728,0.532477341389728
"4013_carefree",2472,1546,811,84,3139,"4013","maricopa",0.0267601146862058,0.625404530744337,0.328074433656958
